2 theta,Intensity
18.24492148,-0.085447183
18.26536101,0.01554446
18.28580055,0.109612123
18.30624009,0.049186361
18.32667963,0.084267175
18.34711917,0.117632342
18.36755871,0.203101307
18.38799825,0.151437959
18.40843779,0.431392297
18.42887733,0.091575432
18.44931687,0.224001255
18.46975641,0.224503097
18.49019594,0.192039292
18.51063548,0.189109841
18.53107502,0.106339743
18.55151456,0.13470122
18.5719541,0.100583162
18.59239364,0.14808279
18.61283318,0.25289455
18.63327272,0.191060107
18.65371226,0.282023906
18.6741518,0.386897058
18.69459134,0.274776786
18.71503088,0.371010312
18.73547041,0.458583746
18.75590995,0.323955423
18.77634949,0.383792008
18.79678903,0.417607391
18.81722857,0.51567935
18.83766811,0.490507883
18.85810765,0.468829104
18.87854719,0.4489069
18.89898673,0.536644049
18.91942627,0.591415552
18.93986581,0.691346407
18.96030534,0.70101995
18.98074488,0.656894512
19.00118442,0.640567316
19.02162396,0.608635585
19.0420635,0.663529873
19.06250304,0.711500182
19.08294258,0.872338177
19.10338212,0.880418859
19.12382166,1.010047782
19.1442612,0.761224948
19.16470074,0.835339245
19.18514027,1.053571229
19.20557981,1.000990343
19.22601935,1.227943811
19.24645889,1.076445521
19.26689843,0.836426029
19.28733797,0.900246445
19.30777751,1.082142881
19.32821705,1.100865338
19.34865659,0.88870548
19.36909613,1.108857754
19.38953567,1.049516604
19.4099752,1.078737584
19.43041474,1.241659584
19.45085428,0.951477049
19.47129382,0.885273311
19.49173336,1.178465038
19.5121729,1.077580006
19.53261244,1.001020995
19.55305198,1.106774115
19.57349152,0.941714365
19.59393106,0.870425081
19.6143706,0.863392371
19.63481013,0.958810682
19.65524967,0.908416123
19.67568921,0.819847584
19.69612875,0.884077288
19.71656829,0.854577456
19.73700783,0.621973088
19.75744737,0.811264185
19.77788691,0.655089634
19.79832645,0.682963326
19.81876599,0.721274149
19.83920553,0.540855437
19.85964506,0.422957188
19.8800846,0.584593293
19.90052414,0.451110974
19.92096368,0.552024119
19.94140322,0.474138283
19.96184276,0.434467357
19.9822823,0.521553006
20.00272184,0.471506341
20.02316138,0.40411903
20.04360092,0.388835516
20.06404046,0.333641912
20.08448,0.302774327
20.10491953,0.41776054
20.12535907,0.190753328
20.14579861,0.319669358
20.16623815,0.431244742
20.18667769,0.256382257
20.20711723,0.206540236
20.22755677,0.179288124
20.24799631,0.235389809
20.26843585,0.213386959
20.28887539,0.184460129
20.30931493,-0.03715457
20.32975446,0.173542862
20.350194,0.255788536
20.37063354,-0.02826477
20.39107308,0.152980166
20.41151262,0.252648344
20.43195216,0.058934209
20.4523917,0.115240538
20.47283124,0.039622887
20.49327078,0.076872922
20.51371032,0.077685089
20.53414986,-0.023912835
20.55458939,0.025551371
20.57502893,0.198299931
20.59546847,0.015166177
20.61590801,0.014344554
20.63634755,0.126390618
20.65678709,0.047484924
20.67722663,-0.041816972
20.69766617,0.070290485
20.71810571,0.01748785
20.73854525,0.126164014
20.75898479,0.026527308
20.77942432,0.017188845
20.79986386,-0.044212487
20.8203034,0.104476089
20.84074294,-0.003759315
20.86118248,-0.080724254
20.88162202,0.004166563
20.90206156,0.026577844
20.9225011,0.049009589
20.94294064,0.071461799
20.96338018,0.01060114
20.98381972,0.130316501
21.00425925,-0.032933785
21.02469879,-0.006927495
21.04513833,-0.11978963
21.06557787,0.14410481
21.08601741,-0.055521952
21.10645695,-0.003392138
21.12689649,0.052230362
21.14733603,-0.008446118
21.16777557,-0.088199356
21.18821511,0.062970649
21.20865465,0.120411117
21.22909418,0.040719273
21.24953372,0.084311781
21.26997326,0.147021976
21.2904128,-0.052400142
21.31085234,0.001670426
21.33129188,-0.05187743
21.35173142,0.031747956
21.37217096,0.028588251
21.3926105,-0.014481546
21.41305004,0.008441344
21.43348958,0.01749581
21.45392912,0.076917962
21.47436865,-0.021625533
21.49480819,0.077768104
21.51524773,-0.039831685
21.53568727,-0.046299897
21.55612681,0.162530132
21.57656635,0.069297293
21.59700589,0.052473806
21.61744543,0.087754118
21.63788497,-0.026250662
21.65832451,0.128862245
21.67876405,-0.061490495
21.69920358,-0.055642215
21.71964312,0.068282085
21.74008266,-0.016106485
21.7605222,0.012372633
21.78096174,-0.040725008
21.80140128,-0.036510517
21.82184082,0.155224438
21.84228036,0.053577079
21.8627199,-0.006383148
21.88315944,0.143746533
